Tweet,Suicide,Clean_Tweet
god kill me literally just fuckin hang me stab me burn me alive,Potential Suicide post ,god kill literally fuckin hang stab burn alive
hot chocolate xx,Not Suicide post,hot chocolate xx
what a great feeling and never gave up well done kept a cool head all weekend is nothing,Not Suicide post,great feeling never gave well done kept cool head weekend nothing
whyy dont you update somemore mom have a blessed day,Not Suicide post,whyy dont update somemore mom blessed day
cheated on my gf drunk and now i want to kill myself didnt know what i was doing was shitfaced drunk an d now i am all alone with no gf and my friends hate me for cheating i dont want to feel pain anymore,Potential Suicide post ,cheated gf drunk want kill didnt know shitfaced drunk alone gf friend hate cheating dont want feel pain anymore
having someone want your love your passion your heaand your soul to return it all in kind measure this is the greatest gift of all,Not Suicide post,someone want love passion heaand soul return kind measure greatest gift
yo mate it is working like a charm be prepared to tweet my feed some interesting people to follow too if you can find them,Not Suicide post,yo mate working like charm prepared tweet feed interesting people follow find
regional australia would be siberia without the abc,Not Suicide post,regional australia would siberia without abc
who the fuck looses their damn keys i hate myself,Potential Suicide post ,fuck loo damn key hate
i want to die pls i'm tired of everything,Potential Suicide post ,want die pls 'm tired everything
ello you were fab on doi im going to the tour tmwr cant wait xxx,Not Suicide post,ello fab doi im going tour tmwr cant wait xxx
thanks it's just what i think,Not Suicide post,thanks 's think
10x man any tips or ideas,Not Suicide post,10x man tip idea
i want to be a engineer,Not Suicide post,want engineer
i want to be out in the sun walking down a beach with joey,Not Suicide post,want sun walking beach joey
i sexually harassed my crush i feel like there is no place for me in the world for a long time now about half a year i have been touching my crush who is not interested in me without consent i work alongside him and we are both paof a very tight group of friends so he has to see me every day and every single time i try to touch him stare at him and sometimes even take pictures of him only recently i have realized the implications of what i have done and that i am hurting him i feel like i betrayed him and myself for doing something that is completely against all my values i want to change and i know i can but i amafraid i will lose the will to live if i cant get myself to stop touching him,Potential Suicide post ,sexually harassed crush feel like place world long time half year touching crush interested without consent work alongside paof tight group friend see every day every single time try touch stare sometimes even take picture recently realized implication done hurting feel like betrayed something completely value want change know amafraid lose live cant get stop touching
i hate when i have to rate my group members because ill always rate them higher than id rate myself knowing damn,Potential Suicide post ,hate rate group member ill always rate higher id rate knowing damn
havent watched wwe since extreme rules i will now begin last nights monday night raw this is my suicide note,Potential Suicide post ,havent watched wwe since extreme rule begin last night monday night raw suicide note
and the consensus was,Not Suicide post,consensus
what are you saying about yourself,Not Suicide post,saying
