Tweet,Suicide,Clean_Tweet
i dont have long left this past month has been the worst 3 weeks ago i went on date with a guy and went to his place afterwards and he tried to force me to go farther than i wanted to go ive been afraid to even hang out with a guy since the next day i was fired from my job i spent the whole rest of that week alone filling out job app which didnt help with my depression the next week i started having some issues went to get tested and found i had gotten gonorrhea from the guy that tried to force me i went to dinner at a friends house and my car ended up getting towed so i owe my mom 150 for that i almost attempted suicide that day last week and i started work last week but will only be getting a partial paycheck because of when i started and i amcurrently 75 for my bank account and behind on my bills so i dont know how much this check is going to help i just dont have any fight left in me anymore,Potential Suicide post ,"['i', 'dont', 'have', 'long', 'left', 'this', 'past', 'month', 'has', 'been', 'the', 'worst', '3', 'weeks', 'ago', 'i', 'went', 'on', 'date', 'with', 'a', 'guy', 'and', 'went', 'to', 'his', 'place', 'afterwards', 'and', 'he', 'tried', 'to', 'force', 'me', 'to', 'go', 'farther', 'than', 'i', 'wanted', 'to', 'go', 'ive', 'been', 'afraid', 'to', 'even', 'hang', 'out', 'with', 'a', 'guy', 'since', 'the', 'next', 'day', 'i', 'was', 'fired', 'from', 'my', 'job', 'i', 'spent', 'the', 'whole', 'rest', 'of', 'that', 'week', 'alone', 'filling', 'out', 'job', 'app', 'which', 'didnt', 'help', 'with', 'my', 'depression', 'the', 'next', 'week', 'i', 'started', 'having', 'some', 'issues', 'went', 'to', 'get', 'tested', 'and', 'found', 'i', 'had', 'gotten', 'gonorrhea', 'from', 'the', 'guy', 'that', 'tried', 'to', 'force', 'me', 'i', 'went', 'to', 'dinner', 'at', 'a', 'friends', 'house', 'and', 'my', 'car', 'ended', 'up', 'getting', 'towed', 'so', 'i', 'owe', 'my', 'mom', '150', 'for', 'that', 'i', 'almost', 'attempted', 'suicide', 'that', 'day', 'last', 'week', 'and', 'i', 'started', 'work', 'last', 'week', 'but', 'will', 'only', 'be', 'getting', 'a', 'partial', 'paycheck', 'because', 'of', 'when', 'i', 'started', 'and', 'i', 'amcurrently', '75', 'for', 'my', 'bank', 'account', 'and', 'behind', 'on', 'my', 'bills', 'so', 'i', 'dont', 'know', 'how', 'much', 'this', 'check', 'is', 'going', 'to', 'help', 'i', 'just', 'dont', 'have', 'any', 'fight', 'left', 'in', 'me', 'anymore']"
mine,Not Suicide post,['mine']
tomorrow is going to be great altho if i get eaten by a dinosaur im blaming sophie,Not Suicide post,"['tomorrow', 'is', 'going', 'to', 'be', 'great', 'altho', 'if', 'i', 'get', 'eaten', 'by', 'a', 'dinosaur', 'im', 'blaming', 'sophie']"
i'm sick and tired of people putting so much energy into shitting on ships but they won't do the same to help a liv,Potential Suicide post ,"['i', ""'m"", 'sick', 'and', 'tired', 'of', 'people', 'putting', 'so', 'much', 'energy', 'into', 'shitting', 'on', 'ships', 'but', 'they', 'wo', ""n't"", 'do', 'the', 'same', 'to', 'help', 'a', 'liv']"
loving the credit crunch,Not Suicide post,"['loving', 'the', 'credit', 'crunch']"
it already is at least in france one doesn't dieloss everything when get sick amp have at least 1,Potential Suicide post ,"['it', 'already', 'is', 'at', 'least', 'in', 'france', 'one', 'does', ""n't"", 'dieloss', 'everything', 'when', 'get', 'sick', 'amp', 'have', 'at', 'least', '1']"
it was one of hugh's at eastern standard but it's definitely one i'll be planning on making myself in the future,Not Suicide post,"['it', 'was', 'one', 'of', 'hugh', ""'s"", 'at', 'eastern', 'standard', 'but', 'it', ""'s"", 'definitely', 'one', 'i', ""'ll"", 'be', 'planning', 'on', 'making', 'myself', 'in', 'the', 'future']"
god wrote that i just typed it,Not Suicide post,"['god', 'wrote', 'that', 'i', 'just', 'typed', 'it']"
the only reason i havent killed myself is because i am terrified of it just being worse or being stuck as a ghost or some crap like that however much i want to live and i really do i simply cannot stand the pain of the reality i am in or the way people treat me,Potential Suicide post ,"['the', 'only', 'reason', 'i', 'havent', 'killed', 'myself', 'is', 'because', 'i', 'am', 'terrified', 'of', 'it', 'just', 'being', 'worse', 'or', 'being', 'stuck', 'as', 'a', 'ghost', 'or', 'some', 'crap', 'like', 'that', 'however', 'much', 'i', 'want', 'to', 'live', 'and', 'i', 'really', 'do', 'i', 'simply', 'can', 'not', 'stand', 'the', 'pain', 'of', 'the', 'reality', 'i', 'am', 'in', 'or', 'the', 'way', 'people', 'treat', 'me']"
slumdog millionaire oh my god or the new one by james patterson,Not Suicide post,"['slumdog', 'millionaire', 'oh', 'my', 'god', 'or', 'the', 'new', 'one', 'by', 'james', 'patterson']"
hey guys at home watching telly,Not Suicide post,"['hey', 'guys', 'at', 'home', 'watching', 'telly']"
should not be crushing on a boy with a nice smile just 'cos he asked for my number hmm,Not Suicide post,"['should', 'not', 'be', 'crushing', 'on', 'a', 'boy', 'with', 'a', 'nice', 'smile', 'just', ""'cos"", 'he', 'asked', 'for', 'my', 'number', 'hmm']"
aww that's really sweet of you i hope you will come back to the uk would be great to see you again xxx,Not Suicide post,"['aww', 'that', ""'s"", 'really', 'sweet', 'of', 'you', 'i', 'hope', 'you', 'will', 'come', 'back', 'to', 'the', 'uk', 'would', 'be', 'great', 'to', 'see', 'you', 'again', 'xxx']"
ehwhere got face off lawe are all kawans here right or not,Not Suicide post,"['ehwhere', 'got', 'face', 'off', 'lawe', 'are', 'all', 'kawans', 'here', 'right', 'or', 'not']"
i just dont want to be here anymore,Potential Suicide post ,"['i', 'just', 'dont', 'want', 'to', 'be', 'here', 'anymore']"
so i blew hella money at joanns damn it i hate that i do this to myself but i love to make shit,Potential Suicide post ,"['so', 'i', 'blew', 'hella', 'money', 'at', 'joanns', 'damn', 'it', 'i', 'hate', 'that', 'i', 'do', 'this', 'to', 'myself', 'but', 'i', 'love', 'to', 'make', 'shit']"
the damn 3d movie glasses i hate myself,Potential Suicide post ,"['the', 'damn', '3d', 'movie', 'glasses', 'i', 'hate', 'myself']"
preparing for death letting things go i just have one last thing to let go of not trying to get people to panic and attempt to save me as if they could just feels good to be real somewhere to share whats going on to wonder if it will make someone else feel less alone perhaps just me,Potential Suicide post ,"['preparing', 'for', 'death', 'letting', 'things', 'go', 'i', 'just', 'have', 'one', 'last', 'thing', 'to', 'let', 'go', 'of', 'not', 'trying', 'to', 'get', 'people', 'to', 'panic', 'and', 'attempt', 'to', 'save', 'me', 'as', 'if', 'they', 'could', 'just', 'feels', 'good', 'to', 'be', 'real', 'somewhere', 'to', 'share', 'whats', 'going', 'on', 'to', 'wonder', 'if', 'it', 'will', 'make', 'someone', 'else', 'feel', 'less', 'alone', 'perhaps', 'just', 'me']"
my 13 year old daughter overdosed on about 6 grams of wellbutrin and 1500mg of zoloft i am trying so hard to make this right she was airlifted to children s hospital and now she s laying in her hospital bed unresponsive and her muscles are jerking this has been the scariest day of my life that child is my entire world she s all i have i have out my heaand soul into raising her i never want to lose this little girl but here i am she s about to be 14 she s a little on the eccentric side but she has a heaof gold she s never met a stranger but ever since 8th grade has started she has been getting bullied and the teachers don t really do anything about it this was her way of coping i went to wake her for school this morning and found her covered in vomit and she had been hallucinating and having seizures for hours probably what if i hadn t found her why does she feel like this is the only way i want to make all the bad go away how do i do this how do i help her cope i didn t know who to turn to,Potential Suicide post ,"['my', '13', 'year', 'old', 'daughter', 'overdosed', 'on', 'about', '6', 'grams', 'of', 'wellbutrin', 'and', '1500mg', 'of', 'zoloft', 'i', 'am', 'trying', 'so', 'hard', 'to', 'make', 'this', 'right', 'she', 'was', 'airlifted', 'to', 'children', 's', 'hospital', 'and', 'now', 'she', 's', 'laying', 'in', 'her', 'hospital', 'bed', 'unresponsive', 'and', 'her', 'muscles', 'are', 'jerking', 'this', 'has', 'been', 'the', 'scariest', 'day', 'of', 'my', 'life', 'that', 'child', 'is', 'my', 'entire', 'world', 'she', 's', 'all', 'i', 'have', 'i', 'have', 'out', 'my', 'heaand', 'soul', 'into', 'raising', 'her', 'i', 'never', 'want', 'to', 'lose', 'this', 'little', 'girl', 'but', 'here', 'i', 'am', 'she', 's', 'about', 'to', 'be', '14', 'she', 's', 'a', 'little', 'on', 'the', 'eccentric', 'side', 'but', 'she', 'has', 'a', 'heaof', 'gold', 'she', 's', 'never', 'met', 'a', 'stranger', 'but', 'ever', 'since', '8th', 'grade', 'has', 'started', 'she', 'has', 'been', 'getting', 'bullied', 'and', 'the', 'teachers', 'don', 't', 'really', 'do', 'anything', 'about', 'it', 'this', 'was', 'her', 'way', 'of', 'coping', 'i', 'went', 'to', 'wake', 'her', 'for', 'school', 'this', 'morning', 'and', 'found', 'her', 'covered', 'in', 'vomit', 'and', 'she', 'had', 'been', 'hallucinating', 'and', 'having', 'seizures', 'for', 'hours', 'probably', 'what', 'if', 'i', 'hadn', 't', 'found', 'her', 'why', 'does', 'she', 'feel', 'like', 'this', 'is', 'the', 'only', 'way', 'i', 'want', 'to', 'make', 'all', 'the', 'bad', 'go', 'away', 'how', 'do', 'i', 'do', 'this', 'how', 'do', 'i', 'help', 'her', 'cope', 'i', 'didn', 't', 'know', 'who', 'to', 'turn', 'to']"
my band director just said quotas king julian would say don't play like pansiesquot lol,Not Suicide post,"['my', 'band', 'director', 'just', 'said', 'quotas', 'king', 'julian', 'would', 'say', 'do', ""n't"", 'play', 'like', 'pansiesquot', 'lol']"
ive been ugly all my life ugh this is not fair i want to be cute for at least one era of my miserable life,Potential Suicide post ,"['ive', 'been', 'ugly', 'all', 'my', 'life', 'ugh', 'this', 'is', 'not', 'fair', 'i', 'want', 'to', 'be', 'cute', 'for', 'at', 'least', 'one', 'era', 'of', 'my', 'miserable', 'life']"
i am so tired of everything please just let me die,Potential Suicide post ,"['i', 'am', 'so', 'tired', 'of', 'everything', 'please', 'just', 'let', 'me', 'die']"
haha well it's never a permanent state for me offline,Not Suicide post,"['haha', 'well', 'it', ""'s"", 'never', 'a', 'permanent', 'state', 'for', 'me', 'offline']"
just twigged you mean your financial presentation yes i'll have a look at home and mail to you today,Not Suicide post,"['just', 'twigged', 'you', 'mean', 'your', 'financial', 'presentation', 'yes', 'i', ""'ll"", 'have', 'a', 'look', 'at', 'home', 'and', 'mail', 'to', 'you', 'today']"
i need a job that revolves around promoting mental health but i think its so grimy to make money off of that,Potential Suicide post ,"['i', 'need', 'a', 'job', 'that', 'revolves', 'around', 'promoting', 'mental', 'health', 'but', 'i', 'think', 'its', 'so', 'grimy', 'to', 'make', 'money', 'off', 'of', 'that']"
these thoughts about killing myself her getting louder,Potential Suicide post ,"['these', 'thoughts', 'about', 'killing', 'myself', 'her', 'getting', 'louder']"
i don't know what to do i'm trying so hard to make a life work to live life my husband literally refuses to take,Potential Suicide post ,"['i', 'do', ""n't"", 'know', 'what', 'to', 'do', 'i', ""'m"", 'trying', 'so', 'hard', 'to', 'make', 'a', 'life', 'work', 'to', 'live', 'life', 'my', 'husband', 'literally', 'refuses', 'to', 'take']"
kota kinabalu johor bahru honestly the pain i dont want to be here anymore,Potential Suicide post ,"['kota', 'kinabalu', 'johor', 'bahru', 'honestly', 'the', 'pain', 'i', 'dont', 'want', 'to', 'be', 'here', 'anymore']"
i want to die i dont deserve a piece of anything i dont belong anywhere im sick and tired of everything the same peop,Potential Suicide post ,"['i', 'want', 'to', 'die', 'i', 'dont', 'deserve', 'a', 'piece', 'of', 'anything', 'i', 'dont', 'belong', 'anywhere', 'im', 'sick', 'and', 'tired', 'of', 'everything', 'the', 'same', 'peop']"
i agree with everything except benny i'm tired of him his character is boring and needs to die ijs,Potential Suicide post ,"['i', 'agree', 'with', 'everything', 'except', 'benny', 'i', ""'m"", 'tired', 'of', 'him', 'his', 'character', 'is', 'boring', 'and', 'needs', 'to', 'die', 'ijs']"
dont do it tim he will be in your dreams at nite but only if you spend over 300 and use the 15 discount he sent last week,Not Suicide post,"['dont', 'do', 'it', 'tim', 'he', 'will', 'be', 'in', 'your', 'dreams', 'at', 'nite', 'but', 'only', 'if', 'you', 'spend', 'over', '300', 'and', 'use', 'the', '15', 'discount', 'he', 'sent', 'last', 'week']"
aww i am proud to be your first reply and that i have taken over your updates haha,Not Suicide post,"['aww', 'i', 'am', 'proud', 'to', 'be', 'your', 'first', 'reply', 'and', 'that', 'i', 'have', 'taken', 'over', 'your', 'updates', 'haha']"
is loving the sun but is upset she cant make the picnic thurs,Not Suicide post,"['is', 'loving', 'the', 'sun', 'but', 'is', 'upset', 'she', 'cant', 'make', 'the', 'picnic', 'thurs']"
happy birthday,Not Suicide post,"['happy', 'birthday']"
please somebody come fucking kill me im so in love,Potential Suicide post ,"['please', 'somebody', 'come', 'fucking', 'kill', 'me', 'im', 'so', 'in', 'love']"
i'm tired of living in a world,Potential Suicide post ,"['i', ""'m"", 'tired', 'of', 'living', 'in', 'a', 'world']"
i saw a quote on pinterest that said when i stand before god at the end of my life i hope that i dont have a single bi,Potential Suicide post ,"['i', 'saw', 'a', 'quote', 'on', 'pinterest', 'that', 'said', 'when', 'i', 'stand', 'before', 'god', 'at', 'the', 'end', 'of', 'my', 'life', 'i', 'hope', 'that', 'i', 'dont', 'have', 'a', 'single', 'bi']"
i couldn't hit you up i hate it when this happens i hate myself when i do it yet i do it constantly,Potential Suicide post ,"['i', 'could', ""n't"", 'hit', 'you', 'up', 'i', 'hate', 'it', 'when', 'this', 'happens', 'i', 'hate', 'myself', 'when', 'i', 'do', 'it', 'yet', 'i', 'do', 'it', 'constantly']"
im so loving my great workspace,Not Suicide post,"['im', 'so', 'loving', 'my', 'great', 'workspace']"
thanks,Not Suicide post,['thanks']
here are 1555 good morning,Not Suicide post,"['here', 'are', '1555', 'good', 'morning']"
i m not safe with myself i have been suicidal for a while now i have made 4 attempts this year and yet nobody seems to get it i honestly cant say if i am going to kill myself today i keep breaking down crying and i dont know why i hate myself,Potential Suicide post ,"['i', 'm', 'not', 'safe', 'with', 'myself', 'i', 'have', 'been', 'suicidal', 'for', 'a', 'while', 'now', 'i', 'have', 'made', '4', 'attempts', 'this', 'year', 'and', 'yet', 'nobody', 'seems', 'to', 'get', 'it', 'i', 'honestly', 'cant', 'say', 'if', 'i', 'am', 'going', 'to', 'kill', 'myself', 'today', 'i', 'keep', 'breaking', 'down', 'crying', 'and', 'i', 'dont', 'know', 'why', 'i', 'hate', 'myself']"
im so much happier amp better off without you weak fake lames leave me alone i dont need you anyway,Potential Suicide post ,"['im', 'so', 'much', 'happier', 'amp', 'better', 'off', 'without', 'you', 'weak', 'fake', 'lames', 'leave', 'me', 'alone', 'i', 'dont', 'need', 'you', 'anyway']"
thank you,Not Suicide post,"['thank', 'you']"
what you so need to put that on the site you know cause us bloggers love free wifi awesome,Not Suicide post,"['what', 'you', 'so', 'need', 'to', 'put', 'that', 'on', 'the', 'site', 'you', 'know', 'cause', 'us', 'bloggers', 'love', 'free', 'wifi', 'awesome']"
i imagine it would be not exactly close,Not Suicide post,"['i', 'imagine', 'it', 'would', 'be', 'not', 'exactly', 'close']"
that could have been embarrassing at least you remembered this time today and not this time tomorrow small mercies,Not Suicide post,"['that', 'could', 'have', 'been', 'embarrassing', 'at', 'least', 'you', 'remembered', 'this', 'time', 'today', 'and', 'not', 'this', 'time', 'tomorrow', 'small', 'mercies']"
had a feeling it was going to be a great day got to meet john stockton before the game,Not Suicide post,"['had', 'a', 'feeling', 'it', 'was', 'going', 'to', 'be', 'a', 'great', 'day', 'got', 'to', 'meet', 'john', 'stockton', 'before', 'the', 'game']"
